	embryo2_1	embryo2_1	embryo2_2	embryo2_2	embryo2_3	embryo2_3	embryo2_4	embryo2_4	embryo2_5	embryo2_5	embryo2_6	embryo2_6	embryo2_7	embryo2_7	embryo2_8	embryo2_8	embryo2_9	embryo2_9	embryo2_10	embryo2_10	embryo4_1	embryo4_1	embryo4_1	embryo4_1	embryo4_2	embryo4_2	embryo4_2	embryo4_2	embryo4_3	embryo4_3	embryo4_3	embryo4_3	embryo4_4	embryo4_4	embryo4_4	embryo4_4	embryo4_5	embryo4_5	embryo4_5	embryo4_5
ENSMUSG00000018669	1349520.0	996660.0	1547850.0	1289850.0	633084.0	1137920.0	286642.0	16174.2	1203210.0	1716940.0	47976.2	547436.0	578910.0	952848.0	1320240.0	1532990.0	81422.8	42783.2	453990.0	701337.0	392952.0	2138180.0	572709.0	269331.0	1238140.0	1235240.0	432677.0	903297.0	1818970.0	221541.0	2139240.0	925043.0	25707.7	1546160.0	1044480.0	815129.0	1237410.0	303878.0	586133.0	1171700.0
ENSMUSG00000018672	23298.3	0.0	429587.0	0.0	671493.0	0.0	0.0	1275040.0	0.0	249110.0	261943.0	0.0	1708120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018677	526439.0	338853.0	562223.0	523197.0	456828.0	949141.0	2666.0	256985.0	1720010.0	288066.0	176233.0	10423.6	12677.3	955391.0	0.0	233646.0	60367.4	894888.0	0.0	15491.5	790699.0	838282.0	1887320.0	591593.0	24971.6	29980.6	28611.5	1274440.0	2179530.0	1274390.0	8416.3	48894.7	1644560.0	26268.7	238296.0	884674.0	0.0	0.0	206664.0	174489.0
ENSMUSG00000018678	339651.0	147417.0	431521.0	196043.0	143568.0	244280.0	202131.0	142920.0	249683.0	88650.7	282679.0	230825.0	89178.7	700893.0	34425.9	620005.0	281073.0	2916.7	174734.0	268522.0	550678.0	132173.0	290884.0	452077.0	91555.7	138142.0	298604.0	482231.0	59853.5	493825.0	339052.0	597461.0	208946.0	490471.0	340863.0	104655.0	420536.0	418312.0	439429.0	709169.0
ENSMUSG00000018697	426747.0	570150.0	546821.0	913200.0	274465.0	539933.0	712453.0	692994.0	718165.0	448172.0	231416.0	21648.1	1146560.0	1954160.0	1858090.0	205286.0	2114190.0	819659.0	218439.0	113201.0	1644790.0	774767.0	1681910.0	2273650.0	1317470.0	1982300.0	1070790.0	1352230.0	1384610.0	261672.0	2253920.0	724501.0	1389180.0	823692.0	1678100.0	1612910.0	1788600.0	2078590.0	2315190.0	1945610.0
ENSMUSG00000018698	1310.3	22851.0	0.0	0.0	0.0	0.0	8931.2	111107.0	1128.1	20716.5	19766.3	61272.4	0.0	0.0	0.0	919.9	0.0	149815.0	747.7	1489.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1437.1	0.0	0.0	0.0	0.0	0.0	0.0	1416.6	0.0
ENSMUSG00000018707	790444.0	951943.0	122481.0	620402.0	1500200.0	1094290.0	9090.5	98759.2	1107630.0	981661.0	392214.0	17007.0	10674.9	253.4	41603.4	16377.6	666.3	158136.0	1587680.0	754753.0	100047.0	436756.0	36846.7	682532.0	1069510.0	1803810.0	12281.7	10972.2	72570.9	1469010.0	588042.0	2216160.0	73810.1	104092.0	1971.5	3486920.0	0.0	0.0	4238.3	0.0
ENSMUSG00000018727	421813.0	194327.0	231087.0	322876.0	176354.0	594185.0	460186.0	168889.0	74294.0	60291.0	282745.0	822946.0	26379.3	930655.0	0.0	0.0	233602.0	568596.0	207735.0	439215.0	7443.5	292850.0	239341.0	6264.4	0.0	53776.4	404131.0	5368.2	7215.1	0.0	0.0	0.0	0.0	0.0	0.0	10264.2	0.0	109465.0	0.0	468656.0
ENSMUSG00000018733	277818.0	615618.0	703933.0	897229.0	480305.0	2893.2	79096.5	110718.0	438458.0	1440860.0	288058.0	12427.3	939636.0	411013.0	626358.0	914659.0	1344040.0	752660.0	496114.0	305045.0	293565.0	613480.0	601170.0	1765670.0	775989.0	968822.0	539808.0	1700320.0	352162.0	367216.0	2000300.0	1229360.0	1396870.0	0.0	1118950.0	268587.0	115357.0	1147800.0	28988.7	735674.0
ENSMUSG00000018736	349938.0	413505.0	189339.0	504158.0	350351.0	392872.0	513866.0	874998.0	41581.7	228708.0	843896.0	920977.0	1257320.0	1336780.0	1489120.0	1639580.0	821455.0	941690.0	1129190.0	2434740.0	997161.0	105609.0	792153.0	685265.0	773651.0	1063550.0	996574.0	1038240.0	658802.0	730014.0	226519.0	7613.1	277951.0	137705.0	285712.0	115350.0	133968.0	445463.0	1149870.0	248467.0
ENSMUSG00000018740	0.0	8044.7	0.0	929.5	33598.3	197492.0	288383.0	849121.0	33054.2	24694.4	0.0	8607.1	0.0	54578.9	91285.5	1433370.0	2787.2	0.0	12109.5	0.0	581692.0	1400.7	0.0	7700.3	5863.9	0.0	0.0	1901.9	0.0	0.0	0.0	0.0	10286.0	0.0	74321.9	0.0	0.0	31139.6	0.0	1358.0
ENSMUSG00000018750	6165.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93032.9	22919.9	0.0	728.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	645.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018752	8588.0	0.0	100755.0	328129.0	0.0	249425.0	0.0	45777.3	2824.8	0.5	65166.3	0.0	127658.0	0.0	0.0	167310.0	29812.7	7727.0	190179.0	499719.0	0.8	0.0	222305.0	359497.0	316924.0	248100.0	6867.1	0.0	0.0	3943.7	0.0	3717.8	20041.8	0.0	0.0	0.0	0.0	0.0	3738.9	0.0
ENSMUSG00000018761	1871890.0	3059590.0	1308400.0	2280200.0	923441.0	1910670.0	2865350.0	1251030.0	2197790.0	1298560.0	902443.0	743476.0	1981950.0	56045.4	1545260.0	125633.0	2231120.0	958895.0	6183670.0	1918460.0	2205770.0	3056860.0	121393.0	647600.0	2485750.0	2591060.0	2807050.0	1423590.0	1810380.0	2032730.0	3741990.0	2743660.0	1276780.0	821920.0	1383480.0	2768130.0	2242120.0	1027290.0	1206380.0	715003.0
ENSMUSG00000018765	3924970.0	5007130.0	2847130.0	4234610.0	6371700.0	4038670.0	3579170.0	2577420.0	9525470.0	2636180.0	1689560.0	2030190.0	3004270.0	8057970.0	9121470.0	4439220.0	4197650.0	11992100.0	6632850.0	914253.0	2540540.0	4193510.0	3940010.0	1966740.0	3439540.0	3122700.0	2618180.0	7471220.0	3568100.0	6836930.0	2599680.0	5290900.0	4791460.0	8554790.0	5794490.0	4808600.0	3911530.0	2284930.0	6162020.0	2893510.0
ENSMUSG00000018770	1787210.0	2431270.0	2027530.0	2443220.0	2482560.0	1096320.0	1261040.0	2556820.0	2815300.0	2243950.0	2349560.0	3049610.0	2381620.0	3290090.0	4339550.0	2072480.0	2410480.0	3638680.0	3297230.0	4029650.0	4879070.0	6291860.0	5288330.0	6795800.0	5107730.0	4988760.0	3635850.0	5476360.0	3793700.0	4042480.0	5949650.0	4709830.0	6878890.0	5606970.0	6803150.0	4223780.0	8102150.0	6870630.0	7561940.0	6309220.0
ENSMUSG00000018774	38490.2	3360.3	2496.5	645198.0	936724.0	0.0	536031.0	49132.4	0.0	15848.1	0.0	0.0	0.0	0.0	0.0	3438.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40653.4	0.0	9428.2	1912380.0	12491.1	946748.0	727665.0
ENSMUSG00000018796	329149.0	434103.0	206788.0	19184.2	28901.9	82566.7	715689.0	1227210.0	594003.0	1116130.0	318484.0	67699.3	104385.0	1457500.0	425063.0	5084.1	0.0	49655.6	1459.2	5507.9	151389.0	30099.2	47549.9	86340.3	0.0	31076.7	463732.0	75706.3	1882310.0	119656.0	133601.0	54373.8	0.0	35589.4	0.0	177824.0	50230.3	0.0	68199.2	274524.0
ENSMUSG00000018800	0.0	13862.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18163.8	0.0	0.0	0.0	2021.2	0.0	0.0	131420.0	0.0	0.0	0.0	0.0	0.0	2012.9	3936.1	0.0	1344490.0	31189.9	0.0	0.0	0.0	0.0	26366.7	0.0	8092.5	0.0	419108.0	0.0	878128.0	23785.2	1054.7
ENSMUSG00000018809	0.0	0.0	0.0	0.0	14295.5	0.0	157560.0	1011590.0	80630.4	498798.0	16795.3	3226.4	196355.0	1029700.0	60895.6	0.0	0.0	3438.8	0.0	0.0	52692.8	43600.7	470499.0	12135.6	43828.3	765121.0	0.0	0.0	0.0	88869.8	0.0	0.0	0.0	91987.1	23835.3	1258.2	1590.4	193939.0	0.0	144512.0
ENSMUSG00000018819	829067.0	504477.0	982605.0	299222.0	2855.6	729668.0	958964.0	2334540.0	8745.6	339065.0	922069.0	924002.0	300879.0	1474670.0	5858.7	3126.4	1196640.0	399720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248293.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018820	150348.0	764145.0	523188.0	6957.9	194916.0	102383.0	38622.0	395454.0	94019.1	338173.0	26005.3	19246.2	410376.0	44162.7	647.4	48378.6	12647.1	189139.0	104931.0	92681.1	142677.0	178864.0	379163.0	172323.0	350064.0	456508.0	280766.0	275230.0	1109340.0	14345.9	436096.0	40365.7	634378.0	80005.8	22137.6	706613.0	315797.0	329265.0	309092.0	278862.0
ENSMUSG00000018821	3220920.0	1113990.0	1892320.0	2033510.0	1626680.0	1191950.0	3495670.0	694235.0	1200300.0	2148920.0	3157840.0	3369180.0	2794020.0	2548070.0	2823040.0	2605330.0	24060.4	1724950.0	2442690.0	1594830.0	1773830.0	524181.0	1178700.0	2647520.0	829421.0	2059410.0	1807130.0	579360.0	1758110.0	3187540.0	4857270.0	1793050.0	1849500.0	3807350.0	984326.0	1914350.0	88824.9	1928530.0	1610890.0	1142090.0
ENSMUSG00000018830	58904.9	58990.2	23381.5	27944.3	33781.9	22705.1	547488.0	65379.5	1472.2	40204.9	22156.5	642.8	20607.3	1778.2	158489.0	0.0	88234.9	277683.0	5930.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79533.9	1930.2	893.5	0.0	0.0	0.0	3992.5	3103.5	0.0	1848.2	0.0
ENSMUSG00000018841	14698.9	0.0	53464.9	56553.2	0.0	133610.0	360238.0	175238.0	162218.0	559599.0	232941.0	47657.2	73186.9	16483.0	65197.8	837.5	4519.1	506066.0	84168.5	132737.0	53085.0	30611.2	32674.9	387914.0	257980.0	35053.0	11288.9	4622.2	0.0	0.0	0.0	44911.2	0.0	542364.0	11810.3	0.0	39512.5	530828.0	41169.5	758937.0
ENSMUSG00000018846	374281.0	642544.0	445170.0	480357.0	1089550.0	1003260.0	413964.0	291364.0	596672.0	833282.0	329830.0	378599.0	403024.0	576200.0	667967.0	644513.0	836741.0	641858.0	618822.0	837296.0	1232880.0	1178940.0	1420910.0	1201870.0	1565150.0	1456140.0	1264120.0	1613830.0	1468730.0	668738.0	1532580.0	1235380.0	732978.0	553291.0	823776.0	1429300.0	922876.0	1085280.0	1029600.0	1311070.0
ENSMUSG00000018848	2694250.0	3259530.0	1847170.0	3258220.0	4192030.0	3126260.0	2399220.0	1768540.0	3677910.0	3525940.0	3010750.0	2206630.0	2144630.0	2037960.0	3062430.0	3710150.0	2843630.0	2070580.0	3286970.0	4228820.0	4925360.0	3981800.0	4047350.0	4521020.0	4718270.0	4698490.0	6079520.0	4553500.0	4628650.0	3757010.0	4796520.0	5500820.0	3651520.0	4435850.0	4144050.0	3988880.0	4514100.0	3902890.0	2792250.0	4755240.0
ENSMUSG00000018849	687682.0	0.0	12317.0	25882.0	13084.8	15206.2	0.0	12075.3	35343.8	0.0	0.0	0.0	32659.6	3013.1	0.0	987.4	0.0	35996.5	62812.3	23066.1	6392.6	27480.7	2718.8	45635.0	1319.1	1032760.0	0.0	81155.0	0.0	86802.5	28216.9	65696.8	0.0	0.0	3034.1	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018858	8922420.0	8333570.0	11763600.0	4904800.0	6848490.0	10592500.0	5561980.0	98668.2	10644700.0	11401100.0	646690.0	1588750.0	5194730.0	5633480.0	10190400.0	10914000.0	1498960.0	1776440.0	9857830.0	12407600.0	16868100.0	12343800.0	12874900.0	19754300.0	16679200.0	14143100.0	18941600.0	9735580.0	16427500.0	22077300.0	17606700.0	21810400.0	11825300.0	18608500.0	15475300.0	7768470.0	29660500.0	14133200.0	24348800.0	13587500.0
ENSMUSG00000018861	0.0	0.0	0.0	0.0	0.0	0.0	9421.6	60548.7	0.0	20339.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383958.0	5427.7	0.0	3041.7	221272.0	0.0	10015.5	8168.2	963187.0	0.0	0.0	10214.2	151299.0	5766.7	0.0	69497.1	135127.0	0.0	0.0	0.0
ENSMUSG00000018865	206625.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99025.0	204561.0	0.0	2380.5	107521.0	85504.6	50475.7	28813.7	2813.9	0.0	0.0	0.0	108728.0	9008.8	321923.0	6881.0	385842.0	9035.4	2583.6	28984.9
ENSMUSG00000018882	1692600.0	1159380.0	719619.0	1391930.0	1801490.0	1808470.0	431229.0	1123270.0	1933090.0	1704580.0	1227950.0	1785060.0	840179.0	1126320.0	1575990.0	1968650.0	1830990.0	776301.0	1482310.0	1621650.0	1713000.0	3244960.0	2157200.0	2378400.0	1052490.0	1650840.0	1751440.0	1625880.0	771934.0	880863.0	2467350.0	2901560.0	2316990.0	1489030.0	1881770.0	2674720.0	1911280.0	2269360.0	2371830.0	1046670.0
ENSMUSG00000018899	1411210.0	924042.0	832182.0	316625.0	354560.0	312577.0	1332040.0	2138630.0	1486270.0	1565790.0	2212620.0	1260010.0	1898590.0	1727860.0	1908530.0	2908250.0	22152.3	287921.0	245148.0	109610.0	395930.0	562586.0	32202.8	624614.0	0.0	2615.5	35955.8	702590.0	55933.3	39415.3	839249.0	70269.8	0.0	0.0	0.0	0.0	11534.5	17685.0	875776.0	37586.7
ENSMUSG00000018900	15024.0	373890.0	76216.2	273054.0	4856.0	137082.0	174601.0	148841.0	5933.9	166300.0	42681.7	0.0	107251.0	57923.8	288489.0	0.0	199748.0	3911.1	52726.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34996.0	64447.5	33088.0	0.0	0.0	0.0
ENSMUSG00000018906	735303.0	389249.0	533229.0	825070.0	1013540.0	440103.0	214284.0	708990.0	647568.0	626633.0	574293.0	351296.0	323440.0	2065130.0	28376.4	4441400.0	2196490.0	882811.0	1557670.0	988442.0	1082950.0	1281820.0	380046.0	1355270.0	1385350.0	249531.0	935873.0	1506290.0	9348.2	491045.0	2146090.0	3378510.0	264384.0	265209.0	0.0	568503.0	852819.0	342027.0	9169.6	32434.7
ENSMUSG00000018909	20648.3	120940.0	62986.6	0.0	0.0	3388.0	0.0	390.8	0.0	819217.0	0.0	0.0	7977.9	0.0	0.0	0.0	0.0	47206.9	2837.7	0.0	7711.7	831103.0	115037.0	7336.7	860085.0	772561.0	2182960.0	22063.1	0.0	1495.9	11934.8	217396.0	0.0	0.0	0.0	44268.8	409378.0	943.5	1082.0	15715.6
ENSMUSG00000018919	0.0	0.0	0.0	0.0	0.0	0.0	1902880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456110.0	0.0	0.0	0.0	1833610.0	1110100.0	2268290.0	0.0
ENSMUSG00000018920	40493.4	195632.0	202220.0	965619.0	673996.0	243390.0	146808.0	317787.0	71610.6	1015.4	11206.1	0.0	734187.0	100486.0	0.0	10000.0	0.0	908435.0	699560.0	632040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5519.6	422510.0	705056.0	0.0	0.0	0.0	0.0	0.0	0.0	8375.5	795667.0	97518.8
ENSMUSG00000018921	199170.0	164725.0	1100990.0	260144.0	322782.0	580292.0	437887.0	40845.8	1060780.0	732552.0	213318.0	44979.9	1941440.0	2655440.0	729913.0	4386.0	1085060.0	352894.0	449980.0	285870.0	1079780.0	907581.0	2178520.0	1259890.0	2213570.0	975140.0	2120030.0	825031.0	1692890.0	270023.0	781103.0	390844.0	2834990.0	1797900.0	2951950.0	1081160.0	463772.0	3405590.0	498404.0	739077.0
ENSMUSG00000018923	5381970.0	5098430.0	4420980.0	5213730.0	4962150.0	6172830.0	2419730.0	1353460.0	6747100.0	2879690.0	3556620.0	2918700.0	4722780.0	5162140.0	9723500.0	6871830.0	9848090.0	5002960.0	5171630.0	6168190.0	4186110.0	5948880.0	4379890.0	4189890.0	4704250.0	2846360.0	3669100.0	4521570.0	6622920.0	4151000.0	5549430.0	7672920.0	4446410.0	2022290.0	2179230.0	1888370.0	2016840.0	5241110.0	6268500.0	5458920.0
ENSMUSG00000018931	163742.0	57187.7	506726.0	323834.0	280111.0	370285.0	429735.0	24703.7	360410.0	463092.0	308220.0	357504.0	127933.0	23949.2	176678.0	324260.0	225828.0	412688.0	620868.0	866056.0	1601410.0	804288.0	1805860.0	465745.0	906977.0	1675200.0	395103.0	1245850.0	726516.0	127966.0	855725.0	600882.0	193586.0	35201.8	299980.0	147757.0	10076.2	1851040.0	5137130.0	56509.7
ENSMUSG00000018932	0.0	0.0	301208.0	1407.6	13025.3	26137.8	11600.8	55551.2	423546.0	64806.3	125270.0	950192.0	636618.0	8067.2	0.0	648746.0	95017.4	133851.0	471685.0	196301.0	814801.0	1427730.0	154134.0	168957.0	708757.0	2476150.0	386692.0	2105760.0	7985.0	725013.0	840223.0	195377.0	0.0	325245.0	0.0	33573.1	702074.0	732762.0	14647.4	1549660.0
ENSMUSG00000018965	454912.0	580593.0	520436.0	314466.0	836308.0	467233.0	355386.0	119956.0	328229.0	1123630.0	487656.0	590819.0	1268250.0	1088090.0	590602.0	613552.0	235960.0	843384.0	258704.0	1538250.0	967889.0	1069810.0	207987.0	879171.0	1432490.0	1248310.0	429575.0	2046900.0	1889080.0	1528760.0	237739.0	1405310.0	1338190.0	1987250.0	1335310.0	1569930.0	4214.4	655030.0	132988.0	839472.0
ENSMUSG00000018973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2308.9	0.0	0.0	4118.5	0.0	0.0	0.0	0.0	0.0	0.0	1701.5	0.0	3841.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4032.3	0.0	0.0	3506.2	0.0	0.0	3692.9	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018974	242765.0	92550.8	129178.0	131657.0	128349.0	69791.5	126733.0	39525.5	74956.8	206102.0	14906.0	2736.9	223388.0	1259.0	4570.2	11146.1	57380.5	23463.7	485538.0	405029.0	115872.0	22463.8	14391.2	281627.0	234218.0	317923.0	65374.5	123183.0	22680.5	244407.0	492770.0	68193.6	76363.6	93781.5	499609.0	351960.0	113056.0	159530.0	112321.0	38907.1
ENSMUSG00000018983	164816.0	55736.6	6818.6	57918.5	148058.0	73404.8	10102.5	204144.0	108886.0	125680.0	176919.0	7497.6	78645.5	2374.9	14299.5	0.0	1027.5	1183.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1291.2	0.0	126299.0	0.0	0.0	15571.1	82151.6	0.0	0.0	0.0	0.0
ENSMUSG00000018995	356304.0	0.0	0.0	50668.8	0.0	25388.2	0.0	11287.3	5069.5	0.0	0.0	0.0	0.0	740.9	128863.0	2108.3	0.0	12875.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156569.0	0.0	54917.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018999	145230.0	13765.6	32546.8	35504.6	3424.8	23700.1	0.0	9296.2	13230.1	30060.4	124352.0	152504.0	3313.0	529847.0	370661.0	107686.0	118854.0	714884.0	301928.0	37951.9	789697.0	970727.0	515167.0	205859.0	1645760.0	618095.0	704635.0	3218.8	1599960.0	1059220.0	1644990.0	321459.0	874379.0	9962.0	16669.0	133902.0	84222.2	750588.0	128227.0	1466040.0
ENSMUSG00000019039	1171960.0	976744.0	65306.3	35519.9	42199.0	2482.5	4562.7	15749.3	491300.0	974681.0	120437.0	323535.0	182385.0	592885.0	346917.0	621930.0	1637620.0	985417.0	33897.3	658273.0	1148070.0	1068270.0	369752.0	1200850.0	1534110.0	1956210.0	1046990.0	443972.0	23128.3	958762.0	1492060.0	1354290.0	283498.0	167113.0	766311.0	673531.0	1351320.0	1409320.0	1432320.0	9332.5
ENSMUSG00000019054	2476600.0	2602930.0	479705.0	2288090.0	2920030.0	1981790.0	1523870.0	1083880.0	3236500.0	2318720.0	84863.5	0.0	2097260.0	1734410.0	2348890.0	4425310.0	924693.0	2445910.0	2690980.0	2104760.0	4880180.0	3760470.0	6077540.0	5854370.0	4241890.0	2854480.0	3361340.0	3676670.0	4398140.0	5786230.0	3517240.0	4744440.0	4923220.0	3539570.0	4497860.0	2373380.0	5354410.0	5827110.0	9109340.0	5322070.0
ENSMUSG00000019055	24702.7	205695.0	122764.0	6409.4	6665.9	1008270.0	5248.9	0.0	8323.5	9953.9	1061040.0	0.0	367900.0	0.0	0.0	0.0	0.0	1089000.0	0.0	4013.0	735930.0	13680.4	609329.0	207153.0	131523.0	158579.0	412367.0	202423.0	336376.0	1946.3	711677.0	407929.0	977309.0	6213.6	324311.0	4721.6	1081780.0	589920.0	645536.0	114425.0
ENSMUSG00000019066	206528.0	700780.0	339826.0	969194.0	234928.0	109416.0	603866.0	191698.0	238121.0	1738480.0	525972.0	1023620.0	1131910.0	10927.9	205307.0	96744.8	3272.3	839685.0	300822.0	390186.0	2882.3	14799.2	3705.0	0.0	109022.0	598719.0	94826.5	1008400.0	1395.0	31966.3	0.0	287396.0	451214.0	4402.7	20727.9	0.0	0.0	0.0	0.0	642611.0
ENSMUSG00000019080	36198.0	68698.8	22752.0	20159.5	8983.8	29012.3	35338.6	31938.4	43392.6	0.0	13430.9	63726.4	8527.6	1675.7	21236.0	295215.0	8728.3	0.0	18094.2	40232.8	0.1	21713.8	26659.3	2080.5	5840.0	122838.0	24906.1	19533.6	9691.8	51349.9	0.0	0.0	0.0	15384.5	14675.1	0.0	7405.8	0.0	16125.4	32169.6
ENSMUSG00000019087	3427810.0	1188030.0	1667780.0	315521.0	1829520.0	3561310.0	96699.8	2338510.0	1038650.0	3799700.0	37100.6	1069910.0	1674700.0	79193.8	466750.0	287915.0	3329060.0	1933860.0	4982650.0	1368160.0	4412490.0	3141940.0	5117740.0	4969310.0	10326500.0	15790200.0	13718000.0	13548300.0	7402430.0	3847950.0	9615180.0	13692300.0	10372200.0	4204950.0	4647860.0	14328200.0	9542750.0	6281590.0	13137600.0	10875900.0
ENSMUSG00000019132	421448.0	972970.0	325444.0	596623.0	886527.0	887180.0	522210.0	763072.0	837480.0	518282.0	1181200.0	679476.0	727205.0	778182.0	675002.0	1211320.0	1753260.0	1457140.0	219882.0	484554.0	190517.0	559055.0	56919.8	442462.0	188921.0	381964.0	226915.0	445479.0	900306.0	1572660.0	581784.0	85807.7	336036.0	539181.0	421821.0	672086.0	1105590.0	88129.0	136656.0	1422190.0
ENSMUSG00000019139	1064570.0	738273.0	699978.0	168967.0	1189890.0	1091560.0	86158.5	93186.6	882213.0	463263.0	22120.1	250049.0	1139160.0	5375.5	457258.0	1485100.0	2042580.0	652630.0	3183030.0	2570530.0	6370270.0	5532270.0	5431200.0	6578450.0	5396970.0	7051510.0	6567380.0	5128830.0	3921000.0	4685310.0	3443850.0	4592540.0	4876740.0	3862200.0	4002580.0	4306350.0	5393160.0	5944970.0	5471540.0	4857480.0
ENSMUSG00000019143	810789.0	380325.0	303773.0	1824.9	7515.5	25513.7	285318.0	11083.3	82917.5	203528.0	1446130.0	150614.0	82200.9	5036.3	248505.0	855.5	0.1	3026880.0	889585.0	544912.0	437547.0	1908590.0	1989770.0	975854.0	1820540.0	693024.0	1096710.0	327867.0	724148.0	932777.0	1431880.0	153459.0	25149.7	146771.0	1688590.0	752891.0	15827.7	600413.0	497342.0	1117820.0
ENSMUSG00000019173	6036.6	3626550.0	1234420.0	1789500.0	2522640.0	2375090.0	154386.0	2288830.0	2081680.0	1036120.0	2070510.0	2323.1	2938.7	2205.9	322441.0	13263.1	123031.0	6588.7	2517440.0	121625.0	309418.0	274287.0	66903.2	2741420.0	872186.0	1262580.0	1140310.0	287489.0	2602200.0	1497300.0	355363.0	2868190.0	1037150.0	19205.3	124984.0	23667.8	0.0	1488880.0	55590.8	5760.6
ENSMUSG00000019178	0.0	180763.0	0.0	0.0	2956.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19839.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000019179	7130310.0	5283750.0	5275830.0	4549360.0	6796300.0	6465830.0	4782090.0	4250900.0	6103030.0	5277430.0	2979400.0	3890810.0	4624140.0	6084600.0	7930140.0	6921890.0	7635810.0	5621920.0	5969670.0	8506810.0	7668900.0	6217270.0	8357410.0	6470580.0	7868940.0	8948850.0	9460310.0	8634300.0	8582420.0	7756540.0	10519800.0	9698940.0	7301570.0	7856970.0	6860450.0	7411490.0	9199040.0	7274950.0	6231250.0	6354100.0
ENSMUSG00000019188	7362.3	6628.9	0.0	0.0	231358.0	97239.1	362630.0	44758.6	0.0	214635.0	9692.9	6770.6	0.0	407423.0	166734.0	86520.3	7329.4	359679.0	596.1	5365.1	565053.0	479348.0	68006.4	435225.0	123548.0	596463.0	232583.0	1090580.0	13024.7	100364.0	565642.0	91499.9	456541.0	119167.0	836310.0	402234.0	313528.0	322379.0	479566.0	320297.0
ENSMUSG00000019189	8717.1	93830.2	229358.0	13176.2	34700.4	0.0	850.7	143116.0	119126.0	112826.0	77161.0	185415.0	74200.9	0.0	4266.7	18053.3	11398.9	13669.8	6809.6	2910.7	0.0	1253.0	0.0	136651.0	1372.3	15115.4	217158.0	0.0	696625.0	33176.6	4753.3	4186.9	1353.1	3271.2	2907.9	409552.0	0.0	2391.7	456269.0	1260.5
ENSMUSG00000019210	1814780.0	2091770.0	1419190.0	3057260.0	1482420.0	1935780.0	1236980.0	1048520.0	3275380.0	2505000.0	2441010.0	536944.0	2149160.0	2070580.0	4212350.0	3663600.0	1780690.0	1277250.0	4026270.0	4731060.0	4183150.0	4037070.0	3619530.0	2714500.0	4444550.0	3692650.0	3329600.0	3196150.0	3362290.0	3894160.0	5112610.0	3495940.0	5452440.0	6507000.0	5323180.0	5428190.0	5511410.0	4348050.0	4739080.0	4493230.0
ENSMUSG00000019214	1672620.0	550680.0	708933.0	848142.0	2103030.0	2534860.0	1099340.0	810703.0	33151.3	1958930.0	715353.0	120635.0	800213.0	0.0	973586.0	1732050.0	670229.0	0.0	4068760.0	0.0	35126.3	268030.0	3056610.0	1277300.0	1100140.0	7493710.0	2712460.0	2510200.0	781921.0	2570030.0	1177550.0	209678.0	2999610.0	85917.4	181070.0	3158840.0	23583.1	2846890.0	3753530.0	1680180.0
